id,date,region,transportation_type,value
5826,2020-03-24,Prince Edward Island,Parks,
5827,2020-03-24,Prince Edward Island,Transit stations,
5828,2020-03-24,Prince Edward Island,Workplace,-56.0
5829,2020-03-24,Prince Edward Island,Residential,22.0
5830,2020-03-25,Prince Edward Island,Retail & recreation,-53.0
5831,2020-03-25,Prince Edward Island,Grocery & pharmacy,-20.0
5832,2020-03-25,Prince Edward Island,Parks,
5833,2020-03-25,Prince Edward Island,Transit stations,
5834,2020-03-25,Prince Edward Island,Workplace,-56.0
5835,2020-03-25,Prince Edward Island,Residential,20.0
5836,2020-03-26,Prince Edward Island,Retail & recreation,-57.0
5837,2020-03-26,Prince Edward Island,Grocery & pharmacy,-26.0
5838,2020-03-26,Prince Edward Island,Parks,
5839,2020-03-26,Prince Edward Island,Transit stations,
5840,2020-03-26,Prince Edward Island,Workplace,-56.0
5841,2020-03-26,Prince Edward Island,Residential,22.0
5842,2020-03-27,Prince Edward Island,Retail & recreation,-61.0
5843,2020-03-27,Prince Edward Island,Grocery & pharmacy,-27.0
5844,2020-03-27,Prince Edward Island,Parks,
5845,2020-03-27,Prince Edward Island,Transit stations,
5846,2020-03-27,Prince Edward Island,Workplace,-56.0
5847,2020-03-27,Prince Edward Island,Residential,25.0
5848,2020-03-28,Prince Edward Island,Retail & recreation,-58.0
5849,2020-03-28,Prince Edward Island,Grocery & pharmacy,-26.0
5850,2020-03-28,Prince Edward Island,Parks,
5851,2020-03-28,Prince Edward Island,Transit stations,
5852,2020-03-28,Prince Edward Island,Workplace,-46.0
5853,2020-03-28,Prince Edward Island,Residential,
5854,2020-03-29,Prince Edward Island,Retail & recreation,-43.0
5855,2020-03-29,Prince Edward Island,Grocery & pharmacy,-19.0
5856,2020-03-29,Prince Edward Island,Parks,
5857,2020-03-29,Prince Edward Island,Transit stations,
5858,2020-03-29,Prince Edward Island,Workplace,-34.0
5859,2020-03-29,Prince Edward Island,Residential,
5860,2020-03-30,Prince Edward Island,Retail & recreation,-56.0
5861,2020-03-30,Prince Edward Island,Grocery & pharmacy,-26.0
5862,2020-03-30,Prince Edward Island,Parks,
5863,2020-03-30,Prince Edward Island,Transit stations,
5864,2020-03-30,Prince Edward Island,Workplace,-55.0
5865,2020-03-30,Prince Edward Island,Residential,21.0
5866,2020-03-31,Prince Edward Island,Retail & recreation,-57.0
5867,2020-03-31,Prince Edward Island,Grocery & pharmacy,-26.0
5868,2020-03-31,Prince Edward Island,Parks,
5869,2020-03-31,Prince Edward Island,Transit stations,
5870,2020-03-31,Prince Edward Island,Workplace,-56.0
5871,2020-03-31,Prince Edward Island,Residential,22.0
5872,2020-04-01,Prince Edward Island,Retail & recreation,-57.0
5873,2020-04-01,Prince Edward Island,Grocery & pharmacy,-29.0
5874,2020-04-01,Prince Edward Island,Parks,
5875,2020-04-01,Prince Edward Island,Transit stations,
5876,2020-04-01,Prince Edward Island,Workplace,-57.0
5877,2020-04-01,Prince Edward Island,Residential,22.0
5878,2020-04-02,Prince Edward Island,Retail & recreation,-55.0
5879,2020-04-02,Prince Edward Island,Grocery & pharmacy,-25.0
5880,2020-04-02,Prince Edward Island,Parks,
5881,2020-04-02,Prince Edward Island,Transit stations,
5882,2020-04-02,Prince Edward Island,Workplace,-58.0
5883,2020-04-02,Prince Edward Island,Residential,23.0
5884,2020-04-03,Prince Edward Island,Retail & recreation,-56.0
5885,2020-04-03,Prince Edward Island,Grocery & pharmacy,-24.0
5886,2020-04-03,Prince Edward Island,Parks,
5887,2020-04-03,Prince Edward Island,Transit stations,
5888,2020-04-03,Prince Edward Island,Workplace,-56.0
5889,2020-04-03,Prince Edward Island,Residential,25.0
5890,2020-04-04,Prince Edward Island,Retail & recreation,-60.0
5891,2020-04-04,Prince Edward Island,Grocery & pharmacy,-31.0
5892,2020-04-04,Prince Edward Island,Parks,
5893,2020-04-04,Prince Edward Island,Transit stations,
5894,2020-04-04,Prince Edward Island,Workplace,-44.0
5895,2020-04-04,Prince Edward Island,Residential,
5896,2020-04-05,Prince Edward Island,Retail & recreation,-41.0
5897,2020-04-05,Prince Edward Island,Grocery & pharmacy,-20.0
5898,2020-04-05,Prince Edward Island,Parks,
5899,2020-04-05,Prince Edward Island,Transit stations,
5900,2020-04-05,Prince Edward Island,Workplace,-32.0
5901,2020-04-05,Prince Edward Island,Residential,
5902,2020-04-06,Prince Edward Island,Retail & recreation,-53.0
5903,2020-04-06,Prince Edward Island,Grocery & pharmacy,-24.0
5904,2020-04-06,Prince Edward Island,Parks,
5905,2020-04-06,Prince Edward Island,Transit stations,
5906,2020-04-06,Prince Edward Island,Workplace,-54.0
5907,2020-04-06,Prince Edward Island,Residential,20.0
5908,2020-04-07,Prince Edward Island,Retail & recreation,-50.0
5909,2020-04-07,Prince Edward Island,Grocery & pharmacy,-15.0
5910,2020-04-07,Prince Edward Island,Parks,
5911,2020-04-07,Prince Edward Island,Transit stations,
5912,2020-04-07,Prince Edward Island,Workplace,-56.0
5913,2020-04-07,Prince Edward Island,Residential,20.0
5914,2020-04-08,Prince Edward Island,Retail & recreation,-47.0
5915,2020-04-08,Prince Edward Island,Grocery & pharmacy,-12.0
5916,2020-04-08,Prince Edward Island,Parks,
5917,2020-04-08,Prince Edward Island,Transit stations,
5918,2020-04-08,Prince Edward Island,Workplace,-55.0
5919,2020-04-08,Prince Edward Island,Residential,20.0
5920,2020-04-09,Prince Edward Island,Retail & recreation,-32.0
5921,2020-04-09,Prince Edward Island,Grocery & pharmacy,15.0
5922,2020-04-09,Prince Edward Island,Parks,
5923,2020-04-09,Prince Edward Island,Transit stations,
5924,2020-04-09,Prince Edward Island,Workplace,-56.0
5925,2020-04-09,Prince Edward Island,Residential,19.0
5926,2020-04-10,Prince Edward Island,Retail & recreation,-83.0
5927,2020-04-10,Prince Edward Island,Grocery & pharmacy,-79.0
5928,2020-04-10,Prince Edward Island,Parks,
5929,2020-04-10,Prince Edward Island,Transit stations,
5930,2020-04-10,Prince Edward Island,Workplace,-81.0
5931,2020-04-10,Prince Edward Island,Residential,
5932,2020-04-11,Prince Edward Island,Retail & recreation,-50.0
5933,2020-04-11,Prince Edward Island,Grocery & pharmacy,-5.0
5934,2020-04-11,Prince Edward Island,Parks,
5935,2020-04-11,Prince Edward Island,Transit stations,
5936,2020-04-11,Prince Edward Island,Workplace,-42.0
5937,2020-04-11,Prince Edward Island,Residential,
5938,2020-02-15,Quebec,Retail & recreation,4.0
5939,2020-02-15,Quebec,Grocery & pharmacy,0.0
5940,2020-02-15,Quebec,Parks,20.0
5941,2020-02-15,Quebec,Transit stations,5.0
5942,2020-02-15,Quebec,Workplace,2.0
5943,2020-02-15,Quebec,Residential,1.0
5944,2020-02-16,Quebec,Retail & recreation,10.0
5945,2020-02-16,Quebec,Grocery & pharmacy,7.0
5946,2020-02-16,Quebec,Parks,47.0
5947,2020-02-16,Quebec,Transit stations,2.0
5948,2020-02-16,Quebec,Workplace,4.0
5949,2020-02-16,Quebec,Residential,-1.0
5950,2020-02-17,Quebec,Retail & recreation,3.0
5951,2020-02-17,Quebec,Grocery & pharmacy,1.0
5952,2020-02-17,Quebec,Parks,29.0
5953,2020-02-17,Quebec,Transit stations,-1.0
5954,2020-02-17,Quebec,Workplace,0.0
5955,2020-02-17,Quebec,Residential,0.0
5956,2020-02-18,Quebec,Retail & recreation,-10.0
5957,2020-02-18,Quebec,Grocery & pharmacy,-10.0
5958,2020-02-18,Quebec,Parks,-7.0
5959,2020-02-18,Quebec,Transit stations,-2.0
5960,2020-02-18,Quebec,Workplace,1.0
5961,2020-02-18,Quebec,Residential,2.0
5962,2020-02-19,Quebec,Retail & recreation,-3.0
5963,2020-02-19,Quebec,Grocery & pharmacy,-4.0
5964,2020-02-19,Quebec,Parks,-3.0
5965,2020-02-19,Quebec,Transit stations,0.0
5966,2020-02-19,Quebec,Workplace,1.0
5967,2020-02-19,Quebec,Residential,1.0
5968,2020-02-20,Quebec,Retail & recreation,1.0
5969,2020-02-20,Quebec,Grocery & pharmacy,0.0
5970,2020-02-20,Quebec,Parks,-4.0
5971,2020-02-20,Quebec,Transit stations,-2.0
5972,2020-02-20,Quebec,Workplace,1.0
5973,2020-02-20,Quebec,Residential,0.0
5974,2020-02-21,Quebec,Retail & recreation,-1.0
5975,2020-02-21,Quebec,Grocery & pharmacy,-3.0
5976,2020-02-21,Quebec,Parks,-6.0
5977,2020-02-21,Quebec,Transit stations,0.0
5978,2020-02-21,Quebec,Workplace,1.0
5979,2020-02-21,Quebec,Residential,1.0
5980,2020-02-22,Quebec,Retail & recreation,6.0
5981,2020-02-22,Quebec,Grocery & pharmacy,2.0
5982,2020-02-22,Quebec,Parks,31.0
5983,2020-02-22,Quebec,Transit stations,7.0
5984,2020-02-22,Quebec,Workplace,3.0
5985,2020-02-22,Quebec,Residential,0.0
5986,2020-02-23,Quebec,Retail & recreation,12.0
5987,2020-02-23,Quebec,Grocery & pharmacy,10.0
5988,2020-02-23,Quebec,Parks,51.0
5989,2020-02-23,Quebec,Transit stations,4.0
5990,2020-02-23,Quebec,Workplace,6.0
5991,2020-02-23,Quebec,Residential,-1.0
5992,2020-02-24,Quebec,Retail & recreation,2.0
5993,2020-02-24,Quebec,Grocery & pharmacy,1.0
5994,2020-02-24,Quebec,Parks,26.0
5995,2020-02-24,Quebec,Transit stations,-3.0
5996,2020-02-24,Quebec,Workplace,2.0
5997,2020-02-24,Quebec,Residential,0.0
5998,2020-02-25,Quebec,Retail & recreation,2.0
5999,2020-02-25,Quebec,Grocery & pharmacy,3.0
6000,2020-02-25,Quebec,Parks,10.0
6001,2020-02-25,Quebec,Transit stations,-2.0
6002,2020-02-25,Quebec,Workplace,2.0
6003,2020-02-25,Quebec,Residential,0.0
6004,2020-02-26,Quebec,Retail & recreation,0.0
6005,2020-02-26,Quebec,Grocery & pharmacy,3.0
6006,2020-02-26,Quebec,Parks,-4.0
6007,2020-02-26,Quebec,Transit stations,-2.0
6008,2020-02-26,Quebec,Workplace,1.0
6009,2020-02-26,Quebec,Residential,1.0
6010,2020-02-27,Quebec,Retail & recreation,-23.0
6011,2020-02-27,Quebec,Grocery & pharmacy,-20.0
6012,2020-02-27,Quebec,Parks,-25.0
6013,2020-02-27,Quebec,Transit stations,-10.0
6014,2020-02-27,Quebec,Workplace,-13.0
6015,2020-02-27,Quebec,Residential,8.0
6016,2020-02-28,Quebec,Retail & recreation,-1.0
6017,2020-02-28,Quebec,Grocery & pharmacy,-1.0
6018,2020-02-28,Quebec,Parks,-13.0
6019,2020-02-28,Quebec,Transit stations,5.0
6020,2020-02-28,Quebec,Workplace,0.0
6021,2020-02-28,Quebec,Residential,1.0
6022,2020-02-29,Quebec,Retail & recreation,6.0
6023,2020-02-29,Quebec,Grocery & pharmacy,4.0
6024,2020-02-29,Quebec,Parks,2.0
6025,2020-02-29,Quebec,Transit stations,13.0
6026,2020-02-29,Quebec,Workplace,3.0
6027,2020-02-29,Quebec,Residential,0.0
6028,2020-03-01,Quebec,Retail & recreation,14.0
6029,2020-03-01,Quebec,Grocery & pharmacy,11.0
6030,2020-03-01,Quebec,Parks,26.0
6031,2020-03-01,Quebec,Transit stations,11.0
6032,2020-03-01,Quebec,Workplace,5.0
6033,2020-03-01,Quebec,Residential,-2.0
6034,2020-03-02,Quebec,Retail & recreation,6.0
6035,2020-03-02,Quebec,Grocery & pharmacy,0.0
6036,2020-03-02,Quebec,Parks,9.0
6037,2020-03-02,Quebec,Transit stations,-8.0
6038,2020-03-02,Quebec,Workplace,-14.0
6039,2020-03-02,Quebec,Residential,3.0
6040,2020-03-03,Quebec,Retail & recreation,11.0
6041,2020-03-03,Quebec,Grocery & pharmacy,4.0
6042,2020-03-03,Quebec,Parks,19.0
6043,2020-03-03,Quebec,Transit stations,-8.0
6044,2020-03-03,Quebec,Workplace,-13.0
6045,2020-03-03,Quebec,Residential,2.0
6046,2020-03-04,Quebec,Retail & recreation,7.0
6047,2020-03-04,Quebec,Grocery & pharmacy,0.0
6048,2020-03-04,Quebec,Parks,-1.0
6049,2020-03-04,Quebec,Transit stations,-9.0
6050,2020-03-04,Quebec,Workplace,-14.0
6051,2020-03-04,Quebec,Residential,3.0
6052,2020-03-05,Quebec,Retail & recreation,11.0
6053,2020-03-05,Quebec,Grocery & pharmacy,4.0
6054,2020-03-05,Quebec,Parks,25.0
6055,2020-03-05,Quebec,Transit stations,-7.0
6056,2020-03-05,Quebec,Workplace,-14.0
6057,2020-03-05,Quebec,Residential,2.0
6058,2020-03-06,Quebec,Retail & recreation,1.0
6059,2020-03-06,Quebec,Grocery & pharmacy,-7.0
6060,2020-03-06,Quebec,Parks,-7.0
6061,2020-03-06,Quebec,Transit stations,-8.0
6062,2020-03-06,Quebec,Workplace,-15.0
6063,2020-03-06,Quebec,Residential,4.0
6064,2020-03-07,Quebec,Retail & recreation,6.0
6065,2020-03-07,Quebec,Grocery & pharmacy,1.0
6066,2020-03-07,Quebec,Parks,25.0
6067,2020-03-07,Quebec,Transit stations,6.0
6068,2020-03-07,Quebec,Workplace,2.0
6069,2020-03-07,Quebec,Residential,0.0
6070,2020-03-08,Quebec,Retail & recreation,10.0
6071,2020-03-08,Quebec,Grocery & pharmacy,8.0
6072,2020-03-08,Quebec,Parks,22.0
6073,2020-03-08,Quebec,Transit stations,2.0
6074,2020-03-08,Quebec,Workplace,4.0
6075,2020-03-08,Quebec,Residential,-1.0
6076,2020-03-09,Quebec,Retail & recreation,2.0
6077,2020-03-09,Quebec,Grocery & pharmacy,-1.0
6078,2020-03-09,Quebec,Parks,13.0
6079,2020-03-09,Quebec,Transit stations,-5.0
6080,2020-03-09,Quebec,Workplace,-1.0
6081,2020-03-09,Quebec,Residential,1.0
6082,2020-03-10,Quebec,Retail & recreation,-7.0
6083,2020-03-10,Quebec,Grocery & pharmacy,-8.0
6084,2020-03-10,Quebec,Parks,-20.0
6085,2020-03-10,Quebec,Transit stations,-7.0
6086,2020-03-10,Quebec,Workplace,-4.0
6087,2020-03-10,Quebec,Residential,3.0
6088,2020-03-11,Quebec,Retail & recreation,3.0
6089,2020-03-11,Quebec,Grocery & pharmacy,3.0
6090,2020-03-11,Quebec,Parks,-3.0
6091,2020-03-11,Quebec,Transit stations,-3.0
6092,2020-03-11,Quebec,Workplace,1.0
6093,2020-03-11,Quebec,Residential,1.0
6094,2020-03-12,Quebec,Retail & recreation,8.0
6095,2020-03-12,Quebec,Grocery & pharmacy,28.0
6096,2020-03-12,Quebec,Parks,1.0
6097,2020-03-12,Quebec,Transit stations,-6.0
6098,2020-03-12,Quebec,Workplace,1.0
6099,2020-03-12,Quebec,Residential,0.0
6100,2020-03-13,Quebec,Retail & recreation,-13.0
6101,2020-03-13,Quebec,Grocery & pharmacy,30.0
6102,2020-03-13,Quebec,Parks,-38.0
6103,2020-03-13,Quebec,Transit stations,-23.0
6104,2020-03-13,Quebec,Workplace,-15.0
6105,2020-03-13,Quebec,Residential,8.0
6106,2020-03-14,Quebec,Retail & recreation,-16.0
6107,2020-03-14,Quebec,Grocery & pharmacy,10.0
6108,2020-03-14,Quebec,Parks,-13.0
6109,2020-03-14,Quebec,Transit stations,-21.0
6110,2020-03-14,Quebec,Workplace,-4.0
6111,2020-03-14,Quebec,Residential,6.0
6112,2020-03-15,Quebec,Retail & recreation,-17.0
6113,2020-03-15,Quebec,Grocery & pharmacy,7.0
6114,2020-03-15,Quebec,Parks,4.0
6115,2020-03-15,Quebec,Transit stations,-28.0
6116,2020-03-15,Quebec,Workplace,-6.0
6117,2020-03-15,Quebec,Residential,5.0
6118,2020-03-16,Quebec,Retail & recreation,-21.0
6119,2020-03-16,Quebec,Grocery & pharmacy,5.0
6120,2020-03-16,Quebec,Parks,3.0
6121,2020-03-16,Quebec,Transit stations,-43.0
6122,2020-03-16,Quebec,Workplace,-30.0
6123,2020-03-16,Quebec,Residential,11.0
6124,2020-03-17,Quebec,Retail & recreation,-36.0
6125,2020-03-17,Quebec,Grocery & pharmacy,-3.0
6126,2020-03-17,Quebec,Parks,-30.0
6127,2020-03-17,Quebec,Transit stations,-52.0
6128,2020-03-17,Quebec,Workplace,-37.0
6129,2020-03-17,Quebec,Residential,16.0
6130,2020-03-18,Quebec,Retail & recreation,-36.0
6131,2020-03-18,Quebec,Grocery & pharmacy,4.0
6132,2020-03-18,Quebec,Parks,0.0
6133,2020-03-18,Quebec,Transit stations,-52.0
6134,2020-03-18,Quebec,Workplace,-41.0
6135,2020-03-18,Quebec,Residential,17.0
6136,2020-03-19,Quebec,Retail & recreation,-40.0
6137,2020-03-19,Quebec,Grocery & pharmacy,3.0
6138,2020-03-19,Quebec,Parks,-1.0
6139,2020-03-19,Quebec,Transit stations,-55.0
6140,2020-03-19,Quebec,Workplace,-44.0
6141,2020-03-19,Quebec,Residential,18.0
6142,2020-03-20,Quebec,Retail & recreation,-51.0
6143,2020-03-20,Quebec,Grocery & pharmacy,-11.0
6144,2020-03-20,Quebec,Parks,-45.0
6145,2020-03-20,Quebec,Transit stations,-59.0
6146,2020-03-20,Quebec,Workplace,-46.0
6147,2020-03-20,Quebec,Residential,22.0
6148,2020-03-21,Quebec,Retail & recreation,-54.0
6149,2020-03-21,Quebec,Grocery & pharmacy,-15.0
6150,2020-03-21,Quebec,Parks,-14.0
6151,2020-03-21,Quebec,Transit stations,-52.0
6152,2020-03-21,Quebec,Workplace,-32.0
6153,2020-03-21,Quebec,Residential,15.0
6154,2020-03-22,Quebec,Retail & recreation,-53.0
6155,2020-03-22,Quebec,Grocery & pharmacy,-20.0
6156,2020-03-22,Quebec,Parks,-8.0
6157,2020-03-22,Quebec,Transit stations,-56.0
6158,2020-03-22,Quebec,Workplace,-32.0
6159,2020-03-22,Quebec,Residential,11.0
6160,2020-03-23,Quebec,Retail & recreation,-44.0
6161,2020-03-23,Quebec,Grocery & pharmacy,-13.0
6162,2020-03-23,Quebec,Parks,-41.0
6163,2020-03-23,Quebec,Transit stations,-66.0
6164,2020-03-23,Quebec,Workplace,-49.0
6165,2020-03-23,Quebec,Residential,19.0
6166,2020-03-24,Quebec,Retail & recreation,-51.0
6167,2020-03-24,Quebec,Grocery & pharmacy,-18.0
6168,2020-03-24,Quebec,Parks,-17.0
6169,2020-03-24,Quebec,Transit stations,-67.0
6170,2020-03-24,Quebec,Workplace,-55.0
6171,2020-03-24,Quebec,Residential,22.0
6172,2020-03-25,Quebec,Retail & recreation,-60.0
6173,2020-03-25,Quebec,Grocery & pharmacy,-25.0
6174,2020-03-25,Quebec,Parks,-19.0
6175,2020-03-25,Quebec,Transit stations,-71.0
6176,2020-03-25,Quebec,Workplace,-64.0
6177,2020-03-25,Quebec,Residential,26.0
6178,2020-03-26,Quebec,Retail & recreation,-61.0
6179,2020-03-26,Quebec,Grocery & pharmacy,-22.0
6180,2020-03-26,Quebec,Parks,-32.0
6181,2020-03-26,Quebec,Transit stations,-73.0
6182,2020-03-26,Quebec,Workplace,-65.0
6183,2020-03-26,Quebec,Residential,28.0
6184,2020-03-27,Quebec,Retail & recreation,-63.0
6185,2020-03-27,Quebec,Grocery & pharmacy,-26.0
6186,2020-03-27,Quebec,Parks,-14.0
6187,2020-03-27,Quebec,Transit stations,-70.0
6188,2020-03-27,Quebec,Workplace,-64.0
6189,2020-03-27,Quebec,Residential,28.0
6190,2020-03-28,Quebec,Retail & recreation,-65.0
6191,2020-03-28,Quebec,Grocery & pharmacy,-31.0
6192,2020-03-28,Quebec,Parks,-19.0
6193,2020-03-28,Quebec,Transit stations,-64.0
6194,2020-03-28,Quebec,Workplace,-47.0
6195,2020-03-28,Quebec,Residential,18.0
6196,2020-03-29,Quebec,Retail & recreation,-70.0
6197,2020-03-29,Quebec,Grocery & pharmacy,-44.0
6198,2020-03-29,Quebec,Parks,-68.0
6199,2020-03-29,Quebec,Transit stations,-75.0
6200,2020-03-29,Quebec,Workplace,-45.0
6201,2020-03-29,Quebec,Residential,15.0
6202,2020-03-30,Quebec,Retail & recreation,-60.0
6203,2020-03-30,Quebec,Grocery & pharmacy,-34.0
6204,2020-03-30,Quebec,Parks,-51.0
6205,2020-03-30,Quebec,Transit stations,-76.0
6206,2020-03-30,Quebec,Workplace,-66.0
6207,2020-03-30,Quebec,Residential,26.0
6208,2020-03-31,Quebec,Retail & recreation,-55.0
6209,2020-03-31,Quebec,Grocery & pharmacy,-23.0
6210,2020-03-31,Quebec,Parks,0.0
6211,2020-03-31,Quebec,Transit stations,-72.0
6212,2020-03-31,Quebec,Workplace,-66.0
6213,2020-03-31,Quebec,Residential,26.0
6214,2020-04-01,Quebec,Retail & recreation,-57.0
6215,2020-04-01,Quebec,Grocery & pharmacy,-25.0
6216,2020-04-01,Quebec,Parks,-32.0
6217,2020-04-01,Quebec,Transit stations,-73.0
6218,2020-04-01,Quebec,Workplace,-67.0
6219,2020-04-01,Quebec,Residential,27.0
6220,2020-04-02,Quebec,Retail & recreation,-61.0
6221,2020-04-02,Quebec,Grocery & pharmacy,-28.0
6222,2020-04-02,Quebec,Parks,-51.0
6223,2020-04-02,Quebec,Transit stations,-76.0
6224,2020-04-02,Quebec,Workplace,-67.0
6225,2020-04-02,Quebec,Residential,29.0
6226,2020-04-03,Quebec,Retail & recreation,-64.0
6227,2020-04-03,Quebec,Grocery & pharmacy,-29.0
6228,2020-04-03,Quebec,Parks,-51.0
6229,2020-04-03,Quebec,Transit stations,-75.0
6230,2020-04-03,Quebec,Workplace,-66.0
6231,2020-04-03,Quebec,Residential,30.0
6232,2020-04-04,Quebec,Retail & recreation,-62.0
6233,2020-04-04,Quebec,Grocery & pharmacy,-28.0
6234,2020-04-04,Quebec,Parks,-3.0
6235,2020-04-04,Quebec,Transit stations,-63.0
6236,2020-04-04,Quebec,Workplace,-48.0
6237,2020-04-04,Quebec,Residential,18.0
6238,2020-04-05,Quebec,Retail & recreation,-84.0
6239,2020-04-05,Quebec,Grocery & pharmacy,-78.0
6240,2020-04-05,Quebec,Parks,-42.0
6241,2020-04-05,Quebec,Transit stations,-75.0
6242,2020-04-05,Quebec,Workplace,-52.0
6243,2020-04-05,Quebec,Residential,16.0
6244,2020-04-06,Quebec,Retail & recreation,-51.0
6245,2020-04-06,Quebec,Grocery & pharmacy,-20.0
6246,2020-04-06,Quebec,Parks,4.0
6247,2020-04-06,Quebec,Transit stations,-72.0
6248,2020-04-06,Quebec,Workplace,-66.0
6249,2020-04-06,Quebec,Residential,25.0
6250,2020-04-07,Quebec,Retail & recreation,-57.0
6251,2020-04-07,Quebec,Grocery & pharmacy,-23.0
6252,2020-04-07,Quebec,Parks,3.0
6253,2020-04-07,Quebec,Transit stations,-72.0
6254,2020-04-07,Quebec,Workplace,-67.0
6255,2020-04-07,Quebec,Residential,26.0
6256,2020-04-08,Quebec,Retail & recreation,-58.0
6257,2020-04-08,Quebec,Grocery & pharmacy,-24.0
6258,2020-04-08,Quebec,Parks,-20.0
6259,2020-04-08,Quebec,Transit stations,-73.0
6260,2020-04-08,Quebec,Workplace,-67.0
6261,2020-04-08,Quebec,Residential,27.0
6262,2020-04-09,Quebec,Retail & recreation,-60.0
6263,2020-04-09,Quebec,Grocery & pharmacy,-22.0
6264,2020-04-09,Quebec,Parks,-57.0
6265,2020-04-09,Quebec,Transit stations,-77.0
6266,2020-04-09,Quebec,Workplace,-68.0
6267,2020-04-09,Quebec,Residential,29.0
6268,2020-04-10,Quebec,Retail & recreation,-65.0
6269,2020-04-10,Quebec,Grocery & pharmacy,-27.0
6270,2020-04-10,Quebec,Parks,-52.0
6271,2020-04-10,Quebec,Transit stations,-78.0
6272,2020-04-10,Quebec,Workplace,-77.0
6273,2020-04-10,Quebec,Residential,33.0
6274,2020-04-11,Quebec,Retail & recreation,-64.0
6275,2020-04-11,Quebec,Grocery & pharmacy,-27.0
6276,2020-04-11,Quebec,Parks,-38.0
6277,2020-04-11,Quebec,Transit stations,-67.0
6278,2020-04-11,Quebec,Workplace,-49.0
6279,2020-04-11,Quebec,Residential,19.0
6280,2020-02-15,Saskatchewan,Retail & recreation,2.0
6281,2020-02-15,Saskatchewan,Grocery & pharmacy,-1.0
6282,2020-02-15,Saskatchewan,Parks,-6.0
6283,2020-02-15,Saskatchewan,Transit stations,3.0
6284,2020-02-15,Saskatchewan,Workplace,-2.0
6285,2020-02-15,Saskatchewan,Residential,0.0
6286,2020-02-16,Saskatchewan,Retail & recreation,5.0
6287,2020-02-16,Saskatchewan,Grocery & pharmacy,-2.0
6288,2020-02-16,Saskatchewan,Parks,40.0
6289,2020-02-16,Saskatchewan,Transit stations,0.0
6290,2020-02-16,Saskatchewan,Workplace,-3.0
6291,2020-02-16,Saskatchewan,Residential,-1.0
6292,2020-02-17,Saskatchewan,Retail & recreation,-11.0
6293,2020-02-17,Saskatchewan,Grocery & pharmacy,-13.0
6294,2020-02-17,Saskatchewan,Parks,9.0
6295,2020-02-17,Saskatchewan,Transit stations,-29.0
6296,2020-02-17,Saskatchewan,Workplace,-68.0
6297,2020-02-17,Saskatchewan,Residential,14.0
6298,2020-02-18,Saskatchewan,Retail & recreation,-2.0
6299,2020-02-18,Saskatchewan,Grocery & pharmacy,-1.0
6300,2020-02-18,Saskatchewan,Parks,-12.0
6301,2020-02-18,Saskatchewan,Transit stations,-4.0
6302,2020-02-18,Saskatchewan,Workplace,-18.0
6303,2020-02-18,Saskatchewan,Residential,4.0
6304,2020-02-19,Saskatchewan,Retail & recreation,-1.0
6305,2020-02-19,Saskatchewan,Grocery & pharmacy,-2.0
6306,2020-02-19,Saskatchewan,Parks,-6.0
6307,2020-02-19,Saskatchewan,Transit stations,-6.0
6308,2020-02-19,Saskatchewan,Workplace,-15.0
6309,2020-02-19,Saskatchewan,Residential,3.0
6310,2020-02-20,Saskatchewan,Retail & recreation,13.0
6311,2020-02-20,Saskatchewan,Grocery & pharmacy,14.0
6312,2020-02-20,Saskatchewan,Parks,25.0
6313,2020-02-20,Saskatchewan,Transit stations,-2.0
6314,2020-02-20,Saskatchewan,Workplace,-15.0
6315,2020-02-20,Saskatchewan,Residential,1.0
6316,2020-02-21,Saskatchewan,Retail & recreation,2.0
6317,2020-02-21,Saskatchewan,Grocery & pharmacy,3.0
6318,2020-02-21,Saskatchewan,Parks,7.0
6319,2020-02-21,Saskatchewan,Transit stations,-3.0
6320,2020-02-21,Saskatchewan,Workplace,-14.0
6321,2020-02-21,Saskatchewan,Residential,1.0
6322,2020-02-22,Saskatchewan,Retail & recreation,2.0
6323,2020-02-22,Saskatchewan,Grocery & pharmacy,3.0
6324,2020-02-22,Saskatchewan,Parks,15.0
6325,2020-02-22,Saskatchewan,Transit stations,-3.0
6326,2020-02-22,Saskatchewan,Workplace,2.0
6327,2020-02-22,Saskatchewan,Residential,0.0
6328,2020-02-23,Saskatchewan,Retail & recreation,6.0
6329,2020-02-23,Saskatchewan,Grocery & pharmacy,4.0
6330,2020-02-23,Saskatchewan,Parks,39.0
6331,2020-02-23,Saskatchewan,Transit stations,-1.0
6332,2020-02-23,Saskatchewan,Workplace,3.0
6333,2020-02-23,Saskatchewan,Residential,-1.0
6334,2020-02-24,Saskatchewan,Retail & recreation,1.0
6335,2020-02-24,Saskatchewan,Grocery & pharmacy,1.0
6336,2020-02-24,Saskatchewan,Parks,12.0
6337,2020-02-24,Saskatchewan,Transit stations,-2.0
6338,2020-02-24,Saskatchewan,Workplace,1.0
6339,2020-02-24,Saskatchewan,Residential,0.0
6340,2020-02-25,Saskatchewan,Retail & recreation,1.0
6341,2020-02-25,Saskatchewan,Grocery & pharmacy,3.0
6342,2020-02-25,Saskatchewan,Parks,12.0
6343,2020-02-25,Saskatchewan,Transit stations,0.0
6344,2020-02-25,Saskatchewan,Workplace,2.0
6345,2020-02-25,Saskatchewan,Residential,0.0
6346,2020-02-26,Saskatchewan,Retail & recreation,6.0
